rank,title,slug,subscribers,url,category,rpm,score
485,"Куриные грудки",kurinye-grudki,9321,https://dzen.ru/topic/kurinye-grudki,Другое,2,90
486,"Холодные закуски",kholodnye-zakuski,9321,https://dzen.ru/topic/kholodnye-zakuski,Другое,2,90
487,"Оксана Валерьевна Самойлова",oksana-samojlova,9212,https://dzen.ru/topic/oksana-samojlova,Другое,2,90
488,"Денис Валентинович Мантуров",denis-manturov,9124,https://dzen.ru/topic/denis-manturov,Другое,2,90
489,"Правила дорожного движения 2024/25",pravila-dorozhnogo-dvizheniya-2024-25,9124,https://dzen.ru/topic/pravila-dorozhnogo-dvizheniya-2024-25,Другое,2,90
490,"БРИКС",briks,8981,https://dzen.ru/topic/briks,Другое,2,90
491,"Биологи",biologi,8981,https://dzen.ru/topic/biologi,Другое,2,90
492,"Исаак Ньютон",isaak-nyuton,8765,https://dzen.ru/topic/isaak-nyuton,Другое,2,90
493,"Фрэнсис Бэкон",frehnsis-behkon,8765,https://dzen.ru/topic/frehnsis-behkon,Другое,2,90
494,"Гарниры из круп",garniry-iz-krup,8765,https://dzen.ru/topic/garniry-iz-krup,Другое,2,90
495,"Овощи в маринаде",ovoshchi-v-marinade,8765,https://dzen.ru/topic/ovoshchi-v-marinade,Другое,2,90
496,"Свекла вареная",svekla-varenaya,8765,https://dzen.ru/topic/svekla-varenaya,Другое,2,90
497,"Гарниры из капусты",garniry-iz-kapusty,8765,https://dzen.ru/topic/garniry-iz-kapusty,Другое,2,90
498,"Усыновление",usynovlenie,8742,https://dzen.ru/topic/usynovlenie,Другое,2,90
499,"Смешарики. Спорт",smeshariki-sport,8742,https://dzen.ru/topic/smeshariki-sport,Спорт,2,90
500,"Коко Шанель",koko-shanel,8739,https://dzen.ru/topic/koko-shanel,Другое,2,90
501,"Диетические рецепты",dieticheskie-recepty,8721,https://dzen.ru/topic/dieticheskie-recepty,Еда,2,90
502,"Обустройство дорожек и тропинок",obustrojstvo-dorozhek-i-tropinok,8721,https://dzen.ru/topic/obustrojstvo-dorozhek-i-tropinok,Другое,2,90
503,"Подростковый кризис",podrostkovyj-krizis,8721,https://dzen.ru/topic/podrostkovyj-krizis,Другое,2,90
504,"Ким Кардашьян (Ким Ноэль Кардашьян)",kim-kardashyan,8631,https://dzen.ru/topic/kim-kardashyan,Другое,2,90
505,"Блюда из фруктов и ягод",blyuda-iz-fruktov-i-yagod,8504,https://dzen.ru/topic/blyuda-iz-fruktov-i-yagod,Другое,2,90
506,"Шоссейные велогонщики",shossejnye-velogonshchiki,8504,https://dzen.ru/topic/shossejnye-velogonshchiki,Другое,2,90
507,"Олег Дерипаска",oleg-deripaska,8465,https://dzen.ru/topic/oleg-deripaska,Другое,2,90
508,"Альфред Адлер",alfred-adler,8465,https://dzen.ru/topic/alfred-adler,Другое,2,90
509,"Рецепты без жарки",recepty-bez-zharki,8455,https://dzen.ru/topic/recepty-bez-zharki,Еда,2,90
510,"Амфибии",amfibii,8455,https://dzen.ru/topic/amfibii,Другое,2,90
511,"Плавание",plavanie,8455,https://dzen.ru/topic/plavanie,Другое,2,90
512,"Синхронное плавание",sinkhronnoe-plavanie,8455,https://dzen.ru/topic/sinkhronnoe-plavanie,Другое,2,90
513,"Гештальт",geshtalt,8436,https://dzen.ru/topic/geshtalt,Другое,2,90
514,"Уличное освещение на участке",ulichnoe-osveshchenie-na-uchastke,8436,https://dzen.ru/topic/ulichnoe-osveshchenie-na-uchastke,Другое,2,90
515,"История Америки",istoriya-ameriki,8382,https://dzen.ru/topic/istoriya-ameriki,История,2,90
516,"Психосоматика",psikhosomatika,8372,https://dzen.ru/topic/psikhosomatika,Другое,2,90
517,"Маринованные кабачки",marinovannye-kabachki,8300,https://dzen.ru/topic/marinovannye-kabachki,Другое,2,90
518,"Окрашивание в домашних условиях",okrashivanie-v-domashnikh-usloviyakh,8205,https://dzen.ru/topic/okrashivanie-v-domashnikh-usloviyakh,Другое,2,90
519,"Таунхаусы",taunkhausy,8205,https://dzen.ru/topic/taunkhausy,Другое,2,90
520,"Биология",biologiya,8125,https://dzen.ru/topic/biologiya,Другое,2,90
521,"Маринованная капуста",marinovannaya-kapusta,8100,https://dzen.ru/topic/marinovannaya-kapusta,Другое,2,90
522,"Восстановление и реабилитация после спортивных травм",vosstanovlenie-i-reabilitaciya,8099,https://dzen.ru/topic/vosstanovlenie-i-reabilitaciya,Спорт,2,90
523,"Гарик Харламов",garik-kharlamov,8071,https://dzen.ru/topic/garik-kharlamov,Другое,2,90
524,"Эзотерика",ehzoterika,2884461,https://dzen.ru/topic/ehzoterika,Эзотерика,1,84
525,"Новостная Москва",novostnaya-moskva,25495,https://dzen.ru/topic/novostnaya-moskva,Новости,1,82
526,"Фильм ""Птицы""",film-pticy,18492,https://dzen.ru/topic/film-pticy,Развлечения,1,82
527,"Фантастические фильмы",fantasticheskie-filmy,18342,https://dzen.ru/topic/fantasticheskie-filmy,Развлечения,1,82
528,"Криминальные фильмы",kriminalnye-filmy,18282,https://dzen.ru/topic/kriminalnye-filmy,Развлечения,1,82
529,"Фильм ""Онегин""",film-onegin,17922,https://dzen.ru/topic/film-onegin,Развлечения,1,82
530,"Фильм ""Аббатство Даунтон""",film-abbatstvo-daunton,17862,https://dzen.ru/topic/film-abbatstvo-daunton,Развлечения,1,82
531,"Фильм ""Легенда""",film-legenda,17492,https://dzen.ru/topic/film-legenda,Развлечения,1,82
532,"Фильм ""Тихое место 2""",film-tikhoe-mesto-2,17482,https://dzen.ru/topic/film-tikhoe-mesto-2,Развлечения,1,82
533,"Фильм ""Дороги""",film-dorogi,17232,https://dzen.ru/topic/film-dorogi,Развлечения,1,82
534,"Фильм ""Граница""",film-granica,17222,https://dzen.ru/topic/film-granica,Развлечения,1,82
535,"Фильм ""Я – медведь""",film-ya-medved,17072,https://dzen.ru/topic/film-ya-medved,Развлечения,1,82
536,"Фильм ""Призраки""",film-prizraki,16842,https://dzen.ru/topic/film-prizraki,Развлечения,1,82
537,"Фильм ""Самурай""",film-samuraj,16752,https://dzen.ru/topic/film-samuraj,Развлечения,1,82
538,"Фильм ""Дылда""",film-dylda,16512,https://dzen.ru/topic/film-dylda,Развлечения,1,82
539,"Фильм ""Рассказ""",film-rasskaz,16492,https://dzen.ru/topic/film-rasskaz,Развлечения,1,82
540,"Фильм ""Охота""",film-okhota,16482,https://dzen.ru/topic/film-okhota,Развлечения,1,82
541,"Фильм ""Близнец""",film-bliznec,16472,https://dzen.ru/topic/film-bliznec,Развлечения,1,82
542,"Фильм ""Граффити""",film-graffiti,16252,https://dzen.ru/topic/film-graffiti,Развлечения,1,82
543,"Фильм ""Беременный""",film-beremennyj,16222,https://dzen.ru/topic/film-beremennyj,Развлечения,1,82
544,"Фильм ""Дублер""",film-dubler,16152,https://dzen.ru/topic/film-dubler,Развлечения,1,82
545,"Фильм ""Глаз""",film-glaz,16102,https://dzen.ru/topic/film-glaz,Развлечения,1,82
546,"Фильм ""Мастер и Маргарита"" 2023",film-master-i-margarita-2023,16092,https://dzen.ru/topic/film-master-i-margarita-2023,Развлечения,1,82
547,"Фильм ""Другой""",film-drugoj,16042,https://dzen.ru/topic/film-drugoj,Развлечения,1,82
548,"Фильм ""Праздник""",film-prazdnik,16032,https://dzen.ru/topic/film-prazdnik,Развлечения,1,82
549,"Фильм ""Бабушка""",film-babushka,15982,https://dzen.ru/topic/film-babushka,Развлечения,1,82
550,"Фильм ""Бабки""",film-babki,15812,https://dzen.ru/topic/film-babki,Развлечения,1,82
551,"Фильм ""Дело было в Пенькове""",film-delo-bylo-v-penkove,15732,https://dzen.ru/topic/film-delo-bylo-v-penkove,Развлечения,1,82
552,"Фильм ""Поездка""",film-poezdka,15512,https://dzen.ru/topic/film-poezdka,Развлечения,1,82
553,"Фильм ""Дракула"" 1992",film-drakula-1992,15422,https://dzen.ru/topic/film-drakula-1992,Развлечения,1,82
554,"Фильм ""Квест""",film-kvest,15372,https://dzen.ru/topic/film-kvest,Развлечения,1,82
555,"Фильм ""Трудности перевода""",film-trudnosti-perevoda,15342,https://dzen.ru/topic/film-trudnosti-perevoda,Развлечения,1,82
556,"Фильм ""Добровольцы""",film-dobrovolcy,15302,https://dzen.ru/topic/film-dobrovolcy,Развлечения,1,82
557,"Фильм ""Доктор""",film-doktor,15292,https://dzen.ru/topic/film-doktor,Развлечения,1,82
558,"Фильм ""Отцы и дети""",film-otcy-i-deti,15272,https://dzen.ru/topic/film-otcy-i-deti,Развлечения,1,82
559,"Фильм ""Ма""",film-ma,15192,https://dzen.ru/topic/film-ma,Развлечения,1,82
560,"Фильм ""Кадры""",film-kadry,15082,https://dzen.ru/topic/film-kadry,Развлечения,1,82
561,"Фильм ""Отпуск""",film-otpusk,14852,https://dzen.ru/topic/film-otpusk,Развлечения,1,82
562,"Фильм ""Семья""",film-semya,14662,https://dzen.ru/topic/film-semya,Развлечения,1,82
563,"Фильм ""Август""",film-avgust,14632,https://dzen.ru/topic/film-avgust,Развлечения,1,82
564,"Фильм ""Хаос""",film-khaos,14602,https://dzen.ru/topic/film-khaos,Развлечения,1,82
565,"Фильм ""О чем говорят мужчины""",film-o-chem-govoryat-muzhchiny,14512,https://dzen.ru/topic/film-o-chem-govoryat-muzhchiny,Развлечения,1,82
566,"Фильм ""Нечисть""",film-nechist,14492,https://dzen.ru/topic/film-nechist,Развлечения,1,82
567,"Фильм ""Астрал""",film-astral,14482,https://dzen.ru/topic/film-astral,Развлечения,1,82
568,"Фильм ""Звонок""",film-zvonok,14402,https://dzen.ru/topic/film-zvonok,Развлечения,1,82
569,"Фильм ""Призрак""",film-prizrak,14392,https://dzen.ru/topic/film-prizrak,Развлечения,1,82
570,"Фильм ""Мой ласковый и нежный зверь""",film-moj-laskovyj-i-nezhnyj-zver,14322,https://dzen.ru/topic/film-moj-laskovyj-i-nezhnyj-zver,Развлечения,1,82
571,"Фильм ""Анатомия падения""",film-anatomiya-padeniya,14302,https://dzen.ru/topic/film-anatomiya-padeniya,Развлечения,1,82
572,"Фильм ""Клиент""",film-klient,14282,https://dzen.ru/topic/film-klient,Развлечения,1,82
573,"Фильм ""Без границ""",film-bez-granic,14002,https://dzen.ru/topic/film-bez-granic,Развлечения,1,82
574,"Фильм ""Грибы""",film-griby,13972,https://dzen.ru/topic/film-griby,Развлечения,1,82
575,"Фильм ""Дурные деньги""",film-durnye-dengi,13892,https://dzen.ru/topic/film-durnye-dengi,Развлечения,1,82
576,"Фильм ""Пустыня""",film-pustynya,13842,https://dzen.ru/topic/film-pustynya,Развлечения,1,82
577,"Фильм ""Клеопатра""",film-kleopatra,13642,https://dzen.ru/topic/film-kleopatra,Развлечения,1,82
578,"Фильм ""Осенний марафон""",film-osennij-marafon,13632,https://dzen.ru/topic/film-osennij-marafon,Развлечения,1,82
579,"Фильм ""Курск""",film-kursk,13582,https://dzen.ru/topic/film-kursk,Развлечения,1,82
580,"Фильм ""Завод""",film-zavod,13542,https://dzen.ru/topic/film-zavod,Развлечения,1,82
581,"Фильм ""Непослушник""",film-neposlushnik,13482,https://dzen.ru/topic/film-neposlushnik,Развлечения,1,82
582,"Фильм ""Камень""",film-kamen,13362,https://dzen.ru/topic/film-kamen,Развлечения,1,82
583,"Фильм ""Настя""",film-nastya,13292,https://dzen.ru/topic/film-nastya,Развлечения,1,82
584,"Фильм ""По семейным обстоятельствам""",film-po-semejnym-obstoyatelstvam,13272,https://dzen.ru/topic/film-po-semejnym-obstoyatelstvam,Развлечения,1,82
585,"Фильм ""Братья"" 2009",film-bratya-2009,13132,https://dzen.ru/topic/film-bratya-2009,Развлечения,1,82
586,"Фильм ""Мария""",film-mariya,12982,https://dzen.ru/topic/film-mariya,Развлечения,1,82
587,"Фильм ""За палыча!""",film-za-palycha,12972,https://dzen.ru/topic/film-za-palycha,Развлечения,1,82
588,"Фильм ""В темноте""",film-v-temnote,12962,https://dzen.ru/topic/film-v-temnote,Развлечения,1,82
589,"Фильм ""Претенденты""",film-pretendenty,12902,https://dzen.ru/topic/film-pretendenty,Развлечения,1,82
590,"Фильм ""Джокер"" 2016",film-dzhoker-2016,12892,https://dzen.ru/topic/film-dzhoker-2016,Развлечения,1,82
591,"Фильм ""Детка, детка, детка""",film-detka-detka-detka,12892,https://dzen.ru/topic/film-detka-detka-detka,Развлечения,1,82
592,"Фильм ""Жмурки""",film-zhmurki,12862,https://dzen.ru/topic/film-zhmurki,Развлечения,1,82
593,"Фильм ""Родные""",film-rodnye,12832,https://dzen.ru/topic/film-rodnye,Развлечения,1,82
594,"Фильм ""Гонка"" 1988",film-gonka-1988,12822,https://dzen.ru/topic/film-gonka-1988,Развлечения,1,82
595,"Фильм ""Праздники""",film-prazdniki,12812,https://dzen.ru/topic/film-prazdniki,Развлечения,1,82
596,"Фильм ""Холоп""",film-kholop,12792,https://dzen.ru/topic/film-kholop,Развлечения,1,82
597,"Фильм ""Захват""",film-zakhvat,12742,https://dzen.ru/topic/film-zakhvat,Развлечения,1,82
598,"Фильм ""Каникулы""",film-kanikuly,12732,https://dzen.ru/topic/film-kanikuly,Развлечения,1,82
599,"Фильм ""Любовь и голуби""",film-lyubov-i-golubi,12712,https://dzen.ru/topic/film-lyubov-i-golubi,Развлечения,1,82
600,"Фильм ""Алиса в стране чудес"" 1999",film-alisa-v-strane-chudes-1999,12702,https://dzen.ru/topic/film-alisa-v-strane-chudes-1999,Развлечения,1,82
601,"Фильм ""Батя""",film-batya,12672,https://dzen.ru/topic/film-batya,Развлечения,1,82
602,"Фильм ""Убийцы""",film-ubijcy,12532,https://dzen.ru/topic/film-ubijcy,Развлечения,1,82
603,"Фильм ""Судья""",film-sudya,12442,https://dzen.ru/topic/film-sudya,Развлечения,1,82
604,"Фильм ""Нюрнберг""",film-nyurnberg,12402,https://dzen.ru/topic/film-nyurnberg,Развлечения,1,82
605,"Фильм ""Девятая""",film-devyataya,12112,https://dzen.ru/topic/film-devyataya,Развлечения,1,82
606,"Фильм ""Царь""",film-car,12082,https://dzen.ru/topic/film-car,Развлечения,1,82
607,"Фильм ""Транс""",film-trans,11982,https://dzen.ru/topic/film-trans,Развлечения,1,82
608,"Фильм ""Тихое место""",film-tikhoe-mesto,11912,https://dzen.ru/topic/film-tikhoe-mesto,Развлечения,1,82
609,"Фильм ""Волк с Уолл-стрит""",film-volk-s-uoll-strit,11892,https://dzen.ru/topic/film-volk-s-uoll-strit,Развлечения,1,82
610,"Фильм ""Магия, магия""",film-magiya-magiya,11772,https://dzen.ru/topic/film-magiya-magiya,Развлечения,1,82
611,"Фильм ""Шестое чувство""",film-shestoe-chuvstvo,11752,https://dzen.ru/topic/film-shestoe-chuvstvo,Развлечения,1,82
612,"Фильм ""Джой""",film-dzhoj,11712,https://dzen.ru/topic/film-dzhoj,Развлечения,1,82
613,"Фильм ""Маленькие женщины""",film-malenkie-zhenshchiny,11582,https://dzen.ru/topic/film-malenkie-zhenshchiny,Развлечения,1,82
614,"Фильм ""Поклонник""",film-poklonnik,11532,https://dzen.ru/topic/film-poklonnik,Развлечения,1,82
615,"Фильм ""Свет""",film-svet,11502,https://dzen.ru/topic/film-svet,Развлечения,1,82
616,"Фильм ""Гость""",film-gost,11462,https://dzen.ru/topic/film-gost,Развлечения,1,82
617,"Фильм ""Катя-Катя""",film-katya-katya,11402,https://dzen.ru/topic/film-katya-katya,Развлечения,1,82
618,"Фильм ""Гордость и предубеждение"" 1940",film-gordost-i-predubezhdenie-1940,11342,https://dzen.ru/topic/film-gordost-i-predubezhdenie-1940,Развлечения,1,82
619,"Фильм ""Левиафан""",film-leviafan,11332,https://dzen.ru/topic/film-leviafan,Развлечения,1,82
620,"Фильм ""Психо""",film-psikho,11322,https://dzen.ru/topic/film-psikho,Развлечения,1,82
621,"Фильм ""Запах женщины""",film-zapakh-zhenshchiny,11172,https://dzen.ru/topic/film-zapakh-zhenshchiny,Развлечения,1,82
622,"Фильм ""Привидение""",film-prividenie,11102,https://dzen.ru/topic/film-prividenie,Развлечения,1,82
623,"Фильм ""Исчезнувший""",film-ischeznuvshij,11092,https://dzen.ru/topic/film-ischeznuvshij,Развлечения,1,82
624,"Фильм ""Плохие парни""",film-plokhie-parni,11062,https://dzen.ru/topic/film-plokhie-parni,Развлечения,1,82
625,"Фильм ""Рай""",film-raj,11032,https://dzen.ru/topic/film-raj,Развлечения,1,82
626,"Фильм ""Крестный отец""",film-krestnyj-otec,11002,https://dzen.ru/topic/film-krestnyj-otec,Развлечения,1,82
627,"Фильм ""Три тысячи лет желаний""",film-tri-tysyachi-let-zhelanij,10952,https://dzen.ru/topic/film-tri-tysyachi-let-zhelanij,Развлечения,1,82
628,"Фильм ""Пианист""",film-pianist,10902,https://dzen.ru/topic/film-pianist,Развлечения,1,82
629,"Фильм ""Ворошиловский стрелок""",film-voroshilovskij-strelok,10862,https://dzen.ru/topic/film-voroshilovskij-strelok,Развлечения,1,82
630,"Фильм ""Нелюбовь""",film-nelyubov,10742,https://dzen.ru/topic/film-nelyubov,Развлечения,1,82
631,"Фильм ""Дурак""",film-durak,10712,https://dzen.ru/topic/film-durak,Развлечения,1,82
632,"Фильм ""Одержимость""",film-oderzhimost,10702,https://dzen.ru/topic/film-oderzhimost,Развлечения,1,82
633,"Фильм ""Бумер""",film-bumer,10682,https://dzen.ru/topic/film-bumer,Развлечения,1,82
634,"Фильм ""Прогулка""",film-progulka,10682,https://dzen.ru/topic/film-progulka,Развлечения,1,82
635,"Фильм ""Гангстер""",film-gangster,10672,https://dzen.ru/topic/film-gangster,Развлечения,1,82
636,"Фильм ""Пожары""",film-pozhary,10642,https://dzen.ru/topic/film-pozhary,Развлечения,1,82
637,"Фильм ""Невозможное""",film-nevozmozhnoe,10582,https://dzen.ru/topic/film-nevozmozhnoe,Развлечения,1,82
638,"Фильм ""Зверь""",film-zver,10572,https://dzen.ru/topic/film-zver,Развлечения,1,82
639,"Фильм ""Молчание ягнят""",film-molchanie-yagnyat,10552,https://dzen.ru/topic/film-molchanie-yagnyat,Развлечения,1,82
640,"Фильм ""Выход""",film-vykhod,10402,https://dzen.ru/topic/film-vykhod,Развлечения,1,82
641,"Фильм ""Папа""",film-papa,10342,https://dzen.ru/topic/film-papa,Развлечения,1,82
642,"Фильм ""Игры разума""",film-igry-razuma,10262,https://dzen.ru/topic/film-igry-razuma,Развлечения,1,82
643,"Фильм ""Аферист""",film-aferist,10252,https://dzen.ru/topic/film-aferist,Развлечения,1,82
644,"Курорты Европы",kurorty-evropy,987,https://dzen.ru/topic/kurorty-evropy,Путешествия,3,82
645,"Отдых на природе",otdyh_na_prirode,980,https://dzen.ru/topic/otdyh_na_prirode,Путешествия,3,82
646,"Когнитивная психология",kognitivnaya-psikhologiya,943,https://dzen.ru/topic/kognitivnaya-psikhologiya,Психология,3,82
647,"Космические технологии",kosmicheskie-tekhnologii,553,https://dzen.ru/topic/kosmicheskie-tekhnologii,Технологии,3,82
648,"Путешествия с животными",puteshestviya_s_zhivotnymi,350,https://dzen.ru/topic/puteshestviya_s_zhivotnymi,Путешествия,3,82
649,"Экзотический отдых",ekzoticheskiy_otdyh,343,https://dzen.ru/topic/ekzoticheskiy_otdyh,Путешествия,3,82
650,"Фитнес для детей",fitnes-dlya-detej,252,https://dzen.ru/topic/fitnes-dlya-detej,Семья,3,82
651,"События регионов",regionalnye-novosti,8657935,https://dzen.ru/topic/regionalnye-novosti,Новости,1,76
652,"Гейминг",games,5794337,https://dzen.ru/topic/games,Развлечения,1,76
653,"Шоу-бизнес",shou-biznes,5319234,https://dzen.ru/topic/shou-biznes,Развлечения,1,76
654,"Луковичные растения и цветы",lukovichnye-sadovye-cvety,7954,https://dzen.ru/topic/lukovichnye-sadovye-cvety,Другое,2,74
655,"Мини-трактор",mini-traktor,7918,https://dzen.ru/topic/mini-traktor,Другое,2,74
656,"Абрахам Маслоу",abrakham-maslou,7874,https://dzen.ru/topic/abrakham-maslou,Другое,2,74
657,"Строительство беседки",stroitelstvo-besedki,7874,https://dzen.ru/topic/stroitelstvo-besedki,Другое,2,74
658,"День учителя - 5 октября",den-uchitelya-5-oktyabrya,7867,https://dzen.ru/topic/den-uchitelya-5-oktyabrya,Другое,2,74
659,"Рубен Варданян",ruben-vardanyan,7836,https://dzen.ru/topic/ruben-vardanyan,Другое,2,74
660,"Маша и Медведь. Песенки для малышей",masha-songs-for-kids,7810,https://dzen.ru/topic/masha-songs-for-kids,Другое,2,74
661,"История Армении",istoriya-armenii,7810,https://dzen.ru/topic/istoriya-armenii,История,2,74
662,"Украшения своими руками",ukrasheniya-svoimi-rukami,7794,https://dzen.ru/topic/ukrasheniya-svoimi-rukami,Другое,2,74
663,"Разведение кроликов",razvedenie-krolikov,7794,https://dzen.ru/topic/razvedenie-krolikov,Другое,2,74
664,"Курт Левин",kurt-levin,7794,https://dzen.ru/topic/kurt-levin,Другое,2,74
665,"Земельные участки",zemelnye-uchastki,7779,https://dzen.ru/topic/zemelnye-uchastki,Другое,2,74
666,"Упражнения на ягодицы",uprazhneniya-na-yagodicy,7779,https://dzen.ru/topic/uprazhneniya-na-yagodicy,Другое,2,74
667,"Праздничные рецепты",prazdnichnie-retsepty,7724,https://dzen.ru/topic/prazdnichnie-retsepty,Еда,2,74
668,"Заповедники",zapovedniki,7714,https://dzen.ru/topic/zapovedniki,Другое,2,74
669,"История Дании",istoriya-danii,7714,https://dzen.ru/topic/istoriya-danii,История,2,74
670,"Том Круз",tom-kruz,7602,https://dzen.ru/topic/tom-kruz,Другое,2,74
671,"Наташа Королёва",natasha-korolyova,7571,https://dzen.ru/topic/natasha-korolyova,Другое,2,74
672,"Швейцарская кухня",shvejcarskaya-kukhnya,7571,https://dzen.ru/topic/shvejcarskaya-kukhnya,Другое,2,74
673,"Проектирование и дизайн балкона и лоджии",proektirovanie-i-dizajn-balkona-i-lodzhii,7571,https://dzen.ru/topic/proektirovanie-i-dizajn-balkona-i-lodzhii,Другое,2,74
674,"Кикбоксинг",kikboksing,7571,https://dzen.ru/topic/kikboksing,Другое,2,74
675,"Ноутбуки Lenovo",noutbuki-lenovo,7502,https://dzen.ru/topic/noutbuki-lenovo,Другое,2,74
676,"Математики",matematiki,7502,https://dzen.ru/topic/matematiki,Другое,2,74
677,"Физики",fiziki,7453,https://dzen.ru/topic/fiziki,Другое,2,74
678,"Ноутбуки LG",noutbuki-lg,7453,https://dzen.ru/topic/noutbuki-lg,Другое,2,74
679,"Джонни Депп",dzhonni-depp,7448,https://dzen.ru/topic/dzhonni-depp,Другое,2,74
680,"Выученная беспомощность",vyuchennaya-bespomoshchnost,7402,https://dzen.ru/topic/vyuchennaya-bespomoshchnost,Другое,2,74
681,"Этика",ehtika,7343,https://dzen.ru/topic/ehtika,Другое,2,74
